,Zip Code,Stores per Zip,Store Number,Year,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Area,Total Pop,Median HH Inc,Per Capita Inc,White,Afr Amer,Native Amer,Asian Amer,Pac Islander,Other,Bi- Multi-Racial,Hispanic or Latino,Med Age,<5 years,5-17 yrs,18-20 yrs,21-24 yrs,25-34 yrs,35-44 yrs,45-54 yrs,55-59 yrs,60-64 yrs,65-74 yrs,78-84 yrs,85+ yrs,% P16+ in labor force,Total # Homes Owned,Med. Home Value,Tot Housing units,Owner occupied housing units,Renter occupied housing units,households,Family households,Married-couple family households,Single mother households,Nonfamily households,Single Occupancy,Avg HH Size,Avg Family Size,Pop Below Poverty Level,% P25+ HS Grad,% P25-54 BA+,21-54 years,21+ years,P21-54/Stores/Zip,P21+/Stores/Zip
742,50322,34,4768,2015,329,3180.36,223.2,50322,32943.0,57297.0,27769.0,31266.0,544.0,31.0,573.0,30.0,180.0,319.0,581.0,37.2,2158.0,6202.0,985.0,1332.0,4609.0,5774.0,4998.0,1710.0,1281.0,2158.0,1316.0,420.0,76.0,9505.0,126900.0,13725.0,10234.0,3106.0,13340.0,9085.0,7803.0,978.0,4255.0,3461.0,2.45,2.99,32488.0,96.1,42.1,16713.0,23598.0,491.558823529,694.058823529
744,50322,34,4926,2015,427,4033.2,200.0,50322,32943.0,57297.0,27769.0,31266.0,544.0,31.0,573.0,30.0,180.0,319.0,581.0,37.2,2158.0,6202.0,985.0,1332.0,4609.0,5774.0,4998.0,1710.0,1281.0,2158.0,1316.0,420.0,76.0,9505.0,126900.0,13725.0,10234.0,3106.0,13340.0,9085.0,7803.0,978.0,4255.0,3461.0,2.45,2.99,32488.0,96.1,42.1,16713.0,23598.0,491.558823529,694.058823529
746,50322,34,4939,2015,4,53.4,4.35,50322,32943.0,57297.0,27769.0,31266.0,544.0,31.0,573.0,30.0,180.0,319.0,581.0,37.2,2158.0,6202.0,985.0,1332.0,4609.0,5774.0,4998.0,1710.0,1281.0,2158.0,1316.0,420.0,76.0,9505.0,126900.0,13725.0,10234.0,3106.0,13340.0,9085.0,7803.0,978.0,4255.0,3461.0,2.45,2.99,32488.0,96.1,42.1,16713.0,23598.0,491.558823529,694.058823529
747,50322,34,4941,2015,691,6832.39,482.05,50322,32943.0,57297.0,27769.0,31266.0,544.0,31.0,573.0,30.0,180.0,319.0,581.0,37.2,2158.0,6202.0,985.0,1332.0,4609.0,5774.0,4998.0,1710.0,1281.0,2158.0,1316.0,420.0,76.0,9505.0,126900.0,13725.0,10234.0,3106.0,13340.0,9085.0,7803.0,978.0,4255.0,3461.0,2.45,2.99,32488.0,96.1,42.1,16713.0,23598.0,491.558823529,694.058823529
749,50322,34,4954,2015,132,570.6,72.6,50322,32943.0,57297.0,27769.0,31266.0,544.0,31.0,573.0,30.0,180.0,319.0,581.0,37.2,2158.0,6202.0,985.0,1332.0,4609.0,5774.0,4998.0,1710.0,1281.0,2158.0,1316.0,420.0,76.0,9505.0,126900.0,13725.0,10234.0,3106.0,13340.0,9085.0,7803.0,978.0,4255.0,3461.0,2.45,2.99,32488.0,96.1,42.1,16713.0,23598.0,491.558823529,694.058823529
750,50322,34,5136,2015,38,749.21,34.48,50322,32943.0,57297.0,27769.0,31266.0,544.0,31.0,573.0,30.0,180.0,319.0,581.0,37.2,2158.0,6202.0,985.0,1332.0,4609.0,5774.0,4998.0,1710.0,1281.0,2158.0,1316.0,420.0,76.0,9505.0,126900.0,13725.0,10234.0,3106.0,13340.0,9085.0,7803.0,978.0,4255.0,3461.0,2.45,2.99,32488.0,96.1,42.1,16713.0,23598.0,491.558823529,694.058823529
751,50322,34,5162,2015,1098,11212.25,685.02,50322,32943.0,57297.0,27769.0,31266.0,544.0,31.0,573.0,30.0,180.0,319.0,581.0,37.2,2158.0,6202.0,985.0,1332.0,4609.0,5774.0,4998.0,1710.0,1281.0,2158.0,1316.0,420.0,76.0,9505.0,126900.0,13725.0,10234.0,3106.0,13340.0,9085.0,7803.0,978.0,4255.0,3461.0,2.45,2.99,32488.0,96.1,42.1,16713.0,23598.0,491.558823529,694.058823529
753,50323,8,2854,2015,88,1360.56,112.0,50323,957.0,132982.0,54872.0,901.0,11.0,0.0,33.0,0.0,0.0,12.0,15.0,33.3,118.0,191.0,25.0,16.0,167.0,200.0,145.0,36.0,28.0,27.0,4.0,0.0,82.7,284.0,256100.0,376.0,312.0,4.0,316.0,280.0,271.0,7.0,36.0,27.0,3.03,3.24,942.0,97.5,54.7,528.0,623.0,66.0,77.875
755,50323,8,4450,2015,367,4427.06,291.34,50323,957.0,132982.0,54872.0,901.0,11.0,0.0,33.0,0.0,0.0,12.0,15.0,33.3,118.0,191.0,25.0,16.0,167.0,200.0,145.0,36.0,28.0,27.0,4.0,0.0,82.7,284.0,256100.0,376.0,312.0,4.0,316.0,280.0,271.0,7.0,36.0,27.0,3.03,3.24,942.0,97.5,54.7,528.0,623.0,66.0,77.875
757,50323,8,4890,2015,286,2874.02,200.3,50323,957.0,132982.0,54872.0,901.0,11.0,0.0,33.0,0.0,0.0,12.0,15.0,33.3,118.0,191.0,25.0,16.0,167.0,200.0,145.0,36.0,28.0,27.0,4.0,0.0,82.7,284.0,256100.0,376.0,312.0,4.0,316.0,280.0,271.0,7.0,36.0,27.0,3.03,3.24,942.0,97.5,54.7,528.0,623.0,66.0,77.875
759,50323,8,5058,2015,258,3187.54,200.85,50323,957.0,132982.0,54872.0,901.0,11.0,0.0,33.0,0.0,0.0,12.0,15.0,33.3,118.0,191.0,25.0,16.0,167.0,200.0,145.0,36.0,28.0,27.0,4.0,0.0,82.7,284.0,256100.0,376.0,312.0,4.0,316.0,280.0,271.0,7.0,36.0,27.0,3.03,3.24,942.0,97.5,54.7,528.0,623.0,66.0,77.875
761,50325,17,2963,2015,312,4478.6,273.75,50325,13015.0,74742.0,39903.0,12140.0,157.0,10.0,360.0,1.0,161.0,186.0,331.0,35.0,1172.0,2700.0,334.0,422.0,1883.0,2395.0,2252.0,677.0,449.0,529.0,174.0,28.0,77.3,3406.0,181300.0,4956.0,3689.0,1096.0,4785.0,3677.0,3325.0,259.0,1108.0,853.0,2.72,3.12,13003.0,97.8,56.8,6952.0,8809.0,408.941176471,518.176470588
762,50325,17,4230,2015,575,7352.94,697.25,50325,13015.0,74742.0,39903.0,12140.0,157.0,10.0,360.0,1.0,161.0,186.0,331.0,35.0,1172.0,2700.0,334.0,422.0,1883.0,2395.0,2252.0,677.0,449.0,529.0,174.0,28.0,77.3,3406.0,181300.0,4956.0,3689.0,1096.0,4785.0,3677.0,3325.0,259.0,1108.0,853.0,2.72,3.12,13003.0,97.8,56.8,6952.0,8809.0,408.941176471,518.176470588
764,50325,17,4388,2015,211,1162.28,68.06,50325,13015.0,74742.0,39903.0,12140.0,157.0,10.0,360.0,1.0,161.0,186.0,331.0,35.0,1172.0,2700.0,334.0,422.0,1883.0,2395.0,2252.0,677.0,449.0,529.0,174.0,28.0,77.3,3406.0,181300.0,4956.0,3689.0,1096.0,4785.0,3677.0,3325.0,259.0,1108.0,853.0,2.72,3.12,13003.0,97.8,56.8,6952.0,8809.0,408.941176471,518.176470588
766,50325,17,4392,2015,597,6300.54,408.03,50325,13015.0,74742.0,39903.0,12140.0,157.0,10.0,360.0,1.0,161.0,186.0,331.0,35.0,1172.0,2700.0,334.0,422.0,1883.0,2395.0,2252.0,677.0,449.0,529.0,174.0,28.0,77.3,3406.0,181300.0,4956.0,3689.0,1096.0,4785.0,3677.0,3325.0,259.0,1108.0,853.0,2.72,3.12,13003.0,97.8,56.8,6952.0,8809.0,408.941176471,518.176470588
768,50325,17,4393,2015,448,4573.5,298.65,50325,13015.0,74742.0,39903.0,12140.0,157.0,10.0,360.0,1.0,161.0,186.0,331.0,35.0,1172.0,2700.0,334.0,422.0,1883.0,2395.0,2252.0,677.0,449.0,529.0,174.0,28.0,77.3,3406.0,181300.0,4956.0,3689.0,1096.0,4785.0,3677.0,3325.0,259.0,1108.0,853.0,2.72,3.12,13003.0,97.8,56.8,6952.0,8809.0,408.941176471,518.176470588
770,50325,17,4731,2015,288,4532.22,288.0,50325,13015.0,74742.0,39903.0,12140.0,157.0,10.0,360.0,1.0,161.0,186.0,331.0,35.0,1172.0,2700.0,334.0,422.0,1883.0,2395.0,2252.0,677.0,449.0,529.0,174.0,28.0,77.3,3406.0,181300.0,4956.0,3689.0,1096.0,4785.0,3677.0,3325.0,259.0,1108.0,853.0,2.72,3.12,13003.0,97.8,56.8,6952.0,8809.0,408.941176471,518.176470588
772,50325,17,4732,2015,204,3065.4,207.0,50325,13015.0,74742.0,39903.0,12140.0,157.0,10.0,360.0,1.0,161.0,186.0,331.0,35.0,1172.0,2700.0,334.0,422.0,1883.0,2395.0,2252.0,677.0,449.0,529.0,174.0,28.0,77.3,3406.0,181300.0,4956.0,3689.0,1096.0,4785.0,3677.0,3325.0,259.0,1108.0,853.0,2.72,3.12,13003.0,97.8,56.8,6952.0,8809.0,408.941176471,518.176470588
774,50325,17,4877,2015,2627,27126.19,1429.3,50325,13015.0,74742.0,39903.0,12140.0,157.0,10.0,360.0,1.0,161.0,186.0,331.0,35.0,1172.0,2700.0,334.0,422.0,1883.0,2395.0,2252.0,677.0,449.0,529.0,174.0,28.0,77.3,3406.0,181300.0,4956.0,3689.0,1096.0,4785.0,3677.0,3325.0,259.0,1108.0,853.0,2.72,3.12,13003.0,97.8,56.8,6952.0,8809.0,408.941176471,518.176470588
776,50325,17,5123,2015,1239,18253.13,1262.25,50325,13015.0,74742.0,39903.0,12140.0,157.0,10.0,360.0,1.0,161.0,186.0,331.0,35.0,1172.0,2700.0,334.0,422.0,1883.0,2395.0,2252.0,677.0,449.0,529.0,174.0,28.0,77.3,3406.0,181300.0,4956.0,3689.0,1096.0,4785.0,3677.0,3325.0,259.0,1108.0,853.0,2.72,3.12,13003.0,97.8,56.8,6952.0,8809.0,408.941176471,518.176470588
780,50401,27,2582,2015,6594,68202.92,5502.68,50401,31291.0,35132.0,19217.0,29907.0,346.0,56.0,233.0,4.0,321.0,424.0,1041.0,38.4,1907.0,5497.0,1676.0,1443.0,3656.0,4661.0,4219.0,1394.0,1323.0,2643.0,2018.0,854.0,67.2,8171.0,73200.0,13903.0,9023.0,4158.0,13181.0,8144.0,6424.0,1303.0,5037.0,4286.0,2.29,2.91,30154.0,86.8,19.9,13979.0,22211.0,517.740740741,822.62962963
782,50401,27,2652,2015,3579,44868.03,3479.16,50401,31291.0,35132.0,19217.0,29907.0,346.0,56.0,233.0,4.0,321.0,424.0,1041.0,38.4,1907.0,5497.0,1676.0,1443.0,3656.0,4661.0,4219.0,1394.0,1323.0,2643.0,2018.0,854.0,67.2,8171.0,73200.0,13903.0,9023.0,4158.0,13181.0,8144.0,6424.0,1303.0,5037.0,4286.0,2.29,2.91,30154.0,86.8,19.9,13979.0,22211.0,517.740740741,822.62962963
784,50401,27,3528,2015,896,16048.96,901.6,50401,31291.0,35132.0,19217.0,29907.0,346.0,56.0,233.0,4.0,321.0,424.0,1041.0,38.4,1907.0,5497.0,1676.0,1443.0,3656.0,4661.0,4219.0,1394.0,1323.0,2643.0,2018.0,854.0,67.2,8171.0,73200.0,13903.0,9023.0,4158.0,13181.0,8144.0,6424.0,1303.0,5037.0,4286.0,2.29,2.91,30154.0,86.8,19.9,13979.0,22211.0,517.740740741,822.62962963
786,50401,27,3713,2015,3204,47527.44,3909.0,50401,31291.0,35132.0,19217.0,29907.0,346.0,56.0,233.0,4.0,321.0,424.0,1041.0,38.4,1907.0,5497.0,1676.0,1443.0,3656.0,4661.0,4219.0,1394.0,1323.0,2643.0,2018.0,854.0,67.2,8171.0,73200.0,13903.0,9023.0,4158.0,13181.0,8144.0,6424.0,1303.0,5037.0,4286.0,2.29,2.91,30154.0,86.8,19.9,13979.0,22211.0,517.740740741,822.62962963
788,50401,27,4104,2015,2247,26620.96,2619.55,50401,31291.0,35132.0,19217.0,29907.0,346.0,56.0,233.0,4.0,321.0,424.0,1041.0,38.4,1907.0,5497.0,1676.0,1443.0,3656.0,4661.0,4219.0,1394.0,1323.0,2643.0,2018.0,854.0,67.2,8171.0,73200.0,13903.0,9023.0,4158.0,13181.0,8144.0,6424.0,1303.0,5037.0,4286.0,2.29,2.91,30154.0,86.8,19.9,13979.0,22211.0,517.740740741,822.62962963
790,50401,27,4367,2015,377,3181.65,231.55,50401,31291.0,35132.0,19217.0,29907.0,346.0,56.0,233.0,4.0,321.0,424.0,1041.0,38.4,1907.0,5497.0,1676.0,1443.0,3656.0,4661.0,4219.0,1394.0,1323.0,2643.0,2018.0,854.0,67.2,8171.0,73200.0,13903.0,9023.0,4158.0,13181.0,8144.0,6424.0,1303.0,5037.0,4286.0,2.29,2.91,30154.0,86.8,19.9,13979.0,22211.0,517.740740741,822.62962963
792,50401,27,4372,2015,157,1659.86,151.22,50401,31291.0,35132.0,19217.0,29907.0,346.0,56.0,233.0,4.0,321.0,424.0,1041.0,38.4,1907.0,5497.0,1676.0,1443.0,3656.0,4661.0,4219.0,1394.0,1323.0,2643.0,2018.0,854.0,67.2,8171.0,73200.0,13903.0,9023.0,4158.0,13181.0,8144.0,6424.0,1303.0,5037.0,4286.0,2.29,2.91,30154.0,86.8,19.9,13979.0,22211.0,517.740740741,822.62962963
794,50401,27,4376,2015,901,8259.18,734.55,50401,31291.0,35132.0,19217.0,29907.0,346.0,56.0,233.0,4.0,321.0,424.0,1041.0,38.4,1907.0,5497.0,1676.0,1443.0,3656.0,4661.0,4219.0,1394.0,1323.0,2643.0,2018.0,854.0,67.2,8171.0,73200.0,13903.0,9023.0,4158.0,13181.0,8144.0,6424.0,1303.0,5037.0,4286.0,2.29,2.91,30154.0,86.8,19.9,13979.0,22211.0,517.740740741,822.62962963
796,50401,27,4615,2015,3703,37761.59,2403.63,50401,31291.0,35132.0,19217.0,29907.0,346.0,56.0,233.0,4.0,321.0,424.0,1041.0,38.4,1907.0,5497.0,1676.0,1443.0,3656.0,4661.0,4219.0,1394.0,1323.0,2643.0,2018.0,854.0,67.2,8171.0,73200.0,13903.0,9023.0,4158.0,13181.0,8144.0,6424.0,1303.0,5037.0,4286.0,2.29,2.91,30154.0,86.8,19.9,13979.0,22211.0,517.740740741,822.62962963
798,50401,27,4755,2015,72,1047.06,78.0,50401,31291.0,35132.0,19217.0,29907.0,346.0,56.0,233.0,4.0,321.0,424.0,1041.0,38.4,1907.0,5497.0,1676.0,1443.0,3656.0,4661.0,4219.0,1394.0,1323.0,2643.0,2018.0,854.0,67.2,8171.0,73200.0,13903.0,9023.0,4158.0,13181.0,8144.0,6424.0,1303.0,5037.0,4286.0,2.29,2.91,30154.0,86.8,19.9,13979.0,22211.0,517.740740741,822.62962963
800,50401,27,5034,2015,2592,19995.27,1298.87,50401,31291.0,35132.0,19217.0,29907.0,346.0,56.0,233.0,4.0,321.0,424.0,1041.0,38.4,1907.0,5497.0,1676.0,1443.0,3656.0,4661.0,4219.0,1394.0,1323.0,2643.0,2018.0,854.0,67.2,8171.0,73200.0,13903.0,9023.0,4158.0,13181.0,8144.0,6424.0,1303.0,5037.0,4286.0,2.29,2.91,30154.0,86.8,19.9,13979.0,22211.0,517.740740741,822.62962963
802,50401,27,5212,2015,46,504.54,36.75,50401,31291.0,35132.0,19217.0,29907.0,346.0,56.0,233.0,4.0,321.0,424.0,1041.0,38.4,1907.0,5497.0,1676.0,1443.0,3656.0,4661.0,4219.0,1394.0,1323.0,2643.0,2018.0,854.0,67.2,8171.0,73200.0,13903.0,9023.0,4158.0,13181.0,8144.0,6424.0,1303.0,5037.0,4286.0,2.29,2.91,30154.0,86.8,19.9,13979.0,22211.0,517.740740741,822.62962963
805,50421,6,3654,2015,731,9479.3,819.75,50421,3303.0,35282.0,17682.0,3145.0,8.0,3.0,9.0,0.0,114.0,24.0,160.0,42.5,193.0,596.0,112.0,111.0,302.0,469.0,491.0,160.0,136.0,281.0,299.0,153.0,65.5,933.0,62500.0,1493.0,1051.0,339.0,1390.0,898.0,791.0,78.0,492.0,449.0,2.32,2.93,3189.0,83.6,13.2,1373.0,2402.0,228.833333333,400.333333333
807,50421,6,4247,2015,842,11610.68,1030.25,50421,3303.0,35282.0,17682.0,3145.0,8.0,3.0,9.0,0.0,114.0,24.0,160.0,42.5,193.0,596.0,112.0,111.0,302.0,469.0,491.0,160.0,136.0,281.0,299.0,153.0,65.5,933.0,62500.0,1493.0,1051.0,339.0,1390.0,898.0,791.0,78.0,492.0,449.0,2.32,2.93,3189.0,83.6,13.2,1373.0,2402.0,228.833333333,400.333333333
809,50421,6,4398,2015,556,6122.65,598.5,50421,3303.0,35282.0,17682.0,3145.0,8.0,3.0,9.0,0.0,114.0,24.0,160.0,42.5,193.0,596.0,112.0,111.0,302.0,469.0,491.0,160.0,136.0,281.0,299.0,153.0,65.5,933.0,62500.0,1493.0,1051.0,339.0,1390.0,898.0,791.0,78.0,492.0,449.0,2.32,2.93,3189.0,83.6,13.2,1373.0,2402.0,228.833333333,400.333333333
811,50423,4,3045,2015,724,9200.93,942.5,50423,3187.0,34877.0,16155.0,3050.0,0.0,3.0,9.0,0.0,116.0,9.0,138.0,41.8,190.0,597.0,98.0,111.0,301.0,462.0,438.0,178.0,140.0,303.0,266.0,103.0,62.5,854.0,60000.0,1388.0,1008.0,279.0,1287.0,866.0,740.0,83.0,421.0,380.0,2.39,2.97,3119.0,81.2,10.9,1312.0,2302.0,328.0,575.5
813,50423,4,4780,2015,264,2624.28,259.5,50423,3187.0,34877.0,16155.0,3050.0,0.0,3.0,9.0,0.0,116.0,9.0,138.0,41.8,190.0,597.0,98.0,111.0,301.0,462.0,438.0,178.0,140.0,303.0,266.0,103.0,62.5,854.0,60000.0,1388.0,1008.0,279.0,1287.0,866.0,740.0,83.0,421.0,380.0,2.39,2.97,3119.0,81.2,10.9,1312.0,2302.0,328.0,575.5
815,50424,4,4462,2015,470,5925.78,493.45,50424,1706.0,34226.0,16990.0,1682.0,1.0,0.0,5.0,0.0,15.0,3.0,30.0,45.8,107.0,291.0,48.0,43.0,136.0,209.0,241.0,69.0,93.0,219.0,158.0,92.0,59.1,433.0,40500.0,777.0,579.0,133.0,712.0,494.0,445.0,33.0,218.0,205.0,2.32,2.82,1591.0,83.1,14.1,629.0,1260.0,157.25,315.0
817,50424,4,4529,2015,126,1413.18,124.5,50424,1706.0,34226.0,16990.0,1682.0,1.0,0.0,5.0,0.0,15.0,3.0,30.0,45.8,107.0,291.0,48.0,43.0,136.0,209.0,241.0,69.0,93.0,219.0,158.0,92.0,59.1,433.0,40500.0,777.0,579.0,133.0,712.0,494.0,445.0,33.0,218.0,205.0,2.32,2.82,1591.0,83.1,14.1,629.0,1260.0,157.25,315.0
819,50428,8,3456,2015,5078,69189.36,4788.19,50428,9990.0,37400.0,20554.0,9707.0,24.0,16.0,84.0,5.0,74.0,80.0,186.0,41.2,579.0,1716.0,336.0,380.0,993.0,1622.0,1516.0,542.0,500.0,935.0,625.0,246.0,69.3,2562.0,92200.0,5363.0,3189.0,986.0,4175.0,2785.0,2319.0,351.0,1390.0,1214.0,2.32,2.86,9958.0,88.2,24.4,4511.0,7359.0,563.875,919.875
821,50428,8,4091,2015,1440,18256.78,1819.75,50428,9990.0,37400.0,20554.0,9707.0,24.0,16.0,84.0,5.0,74.0,80.0,186.0,41.2,579.0,1716.0,336.0,380.0,993.0,1622.0,1516.0,542.0,500.0,935.0,625.0,246.0,69.3,2562.0,92200.0,5363.0,3189.0,986.0,4175.0,2785.0,2319.0,351.0,1390.0,1214.0,2.32,2.86,9958.0,88.2,24.4,4511.0,7359.0,563.875,919.875
823,50428,8,4668,2015,1057,13226.63,1150.5,50428,9990.0,37400.0,20554.0,9707.0,24.0,16.0,84.0,5.0,74.0,80.0,186.0,41.2,579.0,1716.0,336.0,380.0,993.0,1622.0,1516.0,542.0,500.0,935.0,625.0,246.0,69.3,2562.0,92200.0,5363.0,3189.0,986.0,4175.0,2785.0,2319.0,351.0,1390.0,1214.0,2.32,2.86,9958.0,88.2,24.4,4511.0,7359.0,563.875,919.875
825,50428,8,4969,2015,3709,59746.53,4024.75,50428,9990.0,37400.0,20554.0,9707.0,24.0,16.0,84.0,5.0,74.0,80.0,186.0,41.2,579.0,1716.0,336.0,380.0,993.0,1622.0,1516.0,542.0,500.0,935.0,625.0,246.0,69.3,2562.0,92200.0,5363.0,3189.0,986.0,4175.0,2785.0,2319.0,351.0,1390.0,1214.0,2.32,2.86,9958.0,88.2,24.4,4511.0,7359.0,563.875,919.875
827,50430,2,5119,2015,163,2690.94,226.75,50430,639.0,31429.0,13834.0,621.0,0.0,1.0,4.0,0.0,11.0,2.0,23.0,39.7,31.0,153.0,15.0,11.0,54.0,113.0,59.0,32.0,49.0,66.0,40.0,16.0,61.4,152.0,37600.0,274.0,199.0,52.0,251.0,174.0,155.0,12.0,77.0,71.0,2.55,3.13,634.0,86.8,12.3,237.0,440.0,118.5,220.0
829,50435,2,4986,2015,1016,15528.97,1043.62,50435,820.0,37337.0,16432.0,811.0,0.0,0.0,4.0,0.0,4.0,1.0,4.0,39.1,50.0,179.0,35.0,27.0,72.0,147.0,118.0,45.0,50.0,56.0,30.0,11.0,65.0,164.0,50400.0,317.0,252.0,49.0,301.0,235.0,209.0,9.0,66.0,57.0,2.72,3.11,755.0,85.4,15.0,364.0,556.0,182.0,278.0
831,50436,4,4073,2015,3511,46202.84,3956.74,50436,6226.0,42415.0,19708.0,6013.0,26.0,12.0,64.0,1.0,74.0,36.0,162.0,36.7,350.0,1246.0,512.0,259.0,589.0,973.0,914.0,307.0,212.0,409.0,316.0,139.0,69.8,1402.0,72600.0,2514.0,1790.0,577.0,2367.0,1632.0,1377.0,181.0,735.0,641.0,2.47,3.01,5810.0,88.0,22.2,2735.0,4118.0,683.75,1029.5
833,50436,4,4453,2015,893,10199.47,832.59,50436,6226.0,42415.0,19708.0,6013.0,26.0,12.0,64.0,1.0,74.0,36.0,162.0,36.7,350.0,1246.0,512.0,259.0,589.0,973.0,914.0,307.0,212.0,409.0,316.0,139.0,69.8,1402.0,72600.0,2514.0,1790.0,577.0,2367.0,1632.0,1377.0,181.0,735.0,641.0,2.47,3.01,5810.0,88.0,22.2,2735.0,4118.0,683.75,1029.5
835,50438,2,4463,2015,1495,15712.9,1522.75,50438,4063.0,42243.0,18986.0,4017.0,5.0,1.0,13.0,2.0,8.0,17.0,28.0,39.4,232.0,850.0,154.0,120.0,391.0,664.0,592.0,173.0,190.0,303.0,272.0,122.0,70.9,988.0,72900.0,1689.0,1256.0,350.0,1606.0,1162.0,1007.0,101.0,444.0,404.0,2.5,2.98,3988.0,90.4,19.8,1767.0,2827.0,883.5,1413.5
837,50441,8,2460,2015,2549,33731.76,2782.46,50441,5662.0,34990.0,20332.0,5262.0,6.0,14.0,9.0,0.0,336.0,35.0,484.0,41.3,330.0,991.0,214.0,228.0,592.0,778.0,794.0,290.0,255.0,558.0,445.0,187.0,64.9,1409.0,58600.0,2564.0,1680.0,664.0,2344.0,1556.0,1306.0,175.0,788.0,687.0,2.35,2.88,5456.0,82.0,15.3,2392.0,4127.0,299.0,515.875
839,50441,8,4306,2015,585,7273.55,527.68,50441,5662.0,34990.0,20332.0,5262.0,6.0,14.0,9.0,0.0,336.0,35.0,484.0,41.3,330.0,991.0,214.0,228.0,592.0,778.0,794.0,290.0,255.0,558.0,445.0,187.0,64.9,1409.0,58600.0,2564.0,1680.0,664.0,2344.0,1556.0,1306.0,175.0,788.0,687.0,2.35,2.88,5456.0,82.0,15.3,2392.0,4127.0,299.0,515.875
841,50441,8,4421,2015,293,3017.02,180.23,50441,5662.0,34990.0,20332.0,5262.0,6.0,14.0,9.0,0.0,336.0,35.0,484.0,41.3,330.0,991.0,214.0,228.0,592.0,778.0,794.0,290.0,255.0,558.0,445.0,187.0,64.9,1409.0,58600.0,2564.0,1680.0,664.0,2344.0,1556.0,1306.0,175.0,788.0,687.0,2.35,2.88,5456.0,82.0,15.3,2392.0,4127.0,299.0,515.875
843,50441,8,4547,2015,406,4908.65,416.5,50441,5662.0,34990.0,20332.0,5262.0,6.0,14.0,9.0,0.0,336.0,35.0,484.0,41.3,330.0,991.0,214.0,228.0,592.0,778.0,794.0,290.0,255.0,558.0,445.0,187.0,64.9,1409.0,58600.0,2564.0,1680.0,664.0,2344.0,1556.0,1306.0,175.0,788.0,687.0,2.35,2.88,5456.0,82.0,15.3,2392.0,4127.0,299.0,515.875
845,50450,5,4276,2015,487,5683.67,460.4,50450,2984.0,38036.0,19734.0,2940.0,1.0,4.0,15.0,0.0,12.0,12.0,46.0,42.6,144.0,548.0,96.0,112.0,275.0,443.0,447.0,139.0,132.0,269.0,238.0,141.0,63.8,791.0,78200.0,1352.0,942.0,335.0,1277.0,841.0,703.0,94.0,436.0,401.0,2.27,2.83,2976.0,88.3,13.2,1277.0,2196.0,255.4,439.2
846,50450,5,5069,2015,331,3350.21,308.62,50450,2984.0,38036.0,19734.0,2940.0,1.0,4.0,15.0,0.0,12.0,12.0,46.0,42.6,144.0,548.0,96.0,112.0,275.0,443.0,447.0,139.0,132.0,269.0,238.0,141.0,63.8,791.0,78200.0,1352.0,942.0,335.0,1277.0,841.0,703.0,94.0,436.0,401.0,2.27,2.83,2976.0,88.3,13.2,1277.0,2196.0,255.4,439.2
848,50450,5,5165,2015,356,4156.65,335.94,50450,2984.0,38036.0,19734.0,2940.0,1.0,4.0,15.0,0.0,12.0,12.0,46.0,42.6,144.0,548.0,96.0,112.0,275.0,443.0,447.0,139.0,132.0,269.0,238.0,141.0,63.8,791.0,78200.0,1352.0,942.0,335.0,1277.0,841.0,703.0,94.0,436.0,401.0,2.27,2.83,2976.0,88.3,13.2,1277.0,2196.0,255.4,439.2
850,50452,2,5055,2015,72,1033.02,114.0,50452,884.0,31797.0,15946.0,816.0,0.0,11.0,0.0,0.0,50.0,7.0,99.0,40.3,53.0,189.0,32.0,29.0,76.0,126.0,108.0,43.0,32.0,82.0,86.0,28.0,63.0,201.0,50200.0,366.0,272.0,67.0,339.0,250.0,226.0,15.0,89.0,85.0,2.61,3.1,883.0,82.7,17.2,339.0,610.0,169.5,305.0
852,50456,2,5115,2015,278,2205.14,173.7,50456,1810.0,35824.0,16883.0,1773.0,15.0,3.0,1.0,1.0,3.0,14.0,25.0,38.4,120.0,362.0,61.0,62.0,202.0,289.0,232.0,91.0,79.0,132.0,122.0,58.0,68.0,449.0,54800.0,788.0,568.0,169.0,737.0,505.0,413.0,65.0,232.0,205.0,2.41,2.95,1750.0,88.1,15.4,785.0,1267.0,392.5,633.5
854,50458,2,4524,2015,395,4288.75,309.86,50458,2160.0,36979.0,16291.0,2149.0,1.0,2.0,0.0,0.0,1.0,7.0,16.0,39.7,132.0,389.0,82.0,83.0,246.0,341.0,320.0,125.0,95.0,155.0,130.0,62.0,65.6,528.0,69300.0,877.0,678.0,158.0,836.0,591.0,509.0,57.0,245.0,216.0,2.46,2.96,2056.0,88.1,13.8,990.0,1557.0,495.0,778.5
856,50459,4,3664,2015,878,11316.49,960.41,50459,3064.0,36159.0,18330.0,3016.0,4.0,3.0,6.0,0.0,11.0,24.0,57.0,43.7,144.0,508.0,91.0,106.0,309.0,440.0,435.0,169.0,141.0,301.0,252.0,168.0,63.1,829.0,63100.0,1445.0,1024.0,308.0,1332.0,868.0,724.0,101.0,464.0,419.0,2.23,2.77,2955.0,84.3,14.2,1290.0,2321.0,322.5,580.25
