member_number,date_joined,date_expired,status,member_level,2016 Full Year Member
23481,2012,2017,Active,Primary,Yes
23482,2012,2013,Expired,Primary,No
23483,2012,2017,Active,Primary,Yes
23484,2012,2013,Expired,Primary,No
23485,2012,2013,Expired,Primary,No
23486,2012,2013,Expired,Primary,No
23487,2012,2014,Expired,Primary,No
23488,2012,2013,Expired,Primary,No
23489,2012,2013,Expired,Primary,No
23490,2012,2017,Active,Primary,Yes
23491,2012,2014,Expired,Primary,No
23492,2012,2013,Expired,Primary,No
23494,2012,2015,Expired,Primary,No
23495,2012,2015,Expired,Primary,No
23496,2012,2017,Active,Primary,Yes
23499,2012,2017,Active,Primary,Yes
23500,2012,2013,Expired,Primary,No
23502,2012,2015,Expired,Primary,No
23503,2012,2013,Expired,Primary,No
23504,2012,2014,Expired,Primary,No
23506,2012,2016,Active,Primary,Yes
23507,2012,2013,Expired,Primary,No
23508,2012,2013,Expired,Primary,No
23509,2012,2015,Expired,Primary,No
23510,2012,2013,Expired,Primary,No
23511,2012,2017,Active,Primary,Yes
23512,2012,2013,Expired,Primary,No
23513,2012,2017,Active,Primary,Yes
23514,2012,2017,Active,Primary,Yes
23515,2012,2013,Expired,Primary,No
23516,2012,2017,Active,Primary,Yes
23517,2012,2017,Active,Primary,Yes
23518,2012,2017,Active,Primary,Yes
23519,2012,2013,Expired,Primary,No
23523,2012,2016,Expired,Primary,Yes
23529,2012,2013,Expired,Primary,No
23532,2012,2013,Expired,Primary,No
23533,2012,2015,Expired,Primary,No
23534,2012,2013,Expired,Primary,No
23535,2012,2013,Expired,Primary,No
23536,2012,2013,Expired,Primary,No
23540,2012,2013,Expired,Primary,No
23541,2012,2014,Expired,Primary,No
23544,2012,2017,Active,Primary,Yes
23545,2012,2017,Active,Primary,Yes
23546,2012,2017,Active,Primary,Yes
23548,2012,2013,Expired,Primary,No
23549,2012,2017,Active,Primary,Yes
23550,2012,2014,Expired,Primary,No
23552,2012,2013,Expired,Primary,No
23555,2012,2016,Expired,Primary,Yes
23559,2012,2016,Active,Primary,Yes
23560,2012,2013,Expired,Primary,No
23561,2012,2015,Expired,Primary,No
23562,2012,2013,Expired,Primary,No
23563,2012,2015,Expired,Primary,No
23564,2012,2014,Expired,Primary,No
23565,2012,2013,Expired,Primary,No
23566,2012,2016,Active,Primary,Yes
23568,2012,2015,Expired,Primary,No
23569,2012,2013,Expired,Primary,No
23570,2012,2013,Expired,Primary,No
23571,2012,2017,Active,Primary,Yes
23572,2012,2013,Expired,Primary,No
23573,2012,2017,Active,Primary,Yes
23574,2012,2013,Expired,Primary,No
23575,2012,2014,Expired,Primary,No
23576,2012,2013,Expired,Primary,No
23577,2012,2016,Expired,Primary,Yes
23578,2012,2017,Active,Primary,Yes
23579,2012,2017,Active,Primary,Yes
23582,2012,2017,Active,Primary,Yes
23583,2012,2016,Expired,Primary,Yes
23584,2012,2014,Expired,Primary,No
23585,2012,2014,Expired,Primary,No
23586,2012,2017,Active,Primary,Yes
23587,2012,2013,Expired,Primary,No
23588,2012,2013,Expired,Primary,No
23589,2012,2014,Expired,Primary,No
23590,2012,2013,Expired,Primary,No
23591,2012,2013,Expired,Primary,No
23592,2012,2013,Expired,Primary,No
23593,2012,2016,Expired,Primary,Yes
23594,2012,2015,Expired,Primary,No
23595,2012,2015,Expired,Primary,No
23597,2012,2017,Active,Primary,Yes
23600,2012,2016,Expired,Primary,Yes
23601,2012,2015,Expired,Primary,No
23604,2012,2017,Active,Primary,Yes
23605,2012,2014,Expired,Primary,No
23606,2012,2016,Expired,Primary,Yes
23607,2012,2013,Expired,Primary,No
23609,2012,2015,Expired,Primary,No
23611,2012,2013,Expired,Primary,No
23612,2012,2013,Expired,Primary,No
23614,2012,2016,Expired,Primary,Yes
23615,2012,2013,Expired,Primary,No
23616,2012,2013,Expired,Primary,No
23617,2012,2013,Expired,Primary,No
23618,2012,2013,Expired,Primary,No
23619,2012,2013,Expired,Primary,No
23621,2012,2013,Expired,Primary,No
23622,2012,2016,Active,Primary,Yes
23623,2012,2017,Active,Primary,Yes
23624,2012,2013,Expired,Primary,No
23625,2012,2014,Expired,Primary,No
23626,2012,2013,Expired,Primary,No
23628,2012,2013,Expired,Primary,No
23629,2012,2013,Expired,Primary,No
23631,2012,2017,Active,Primary,Yes
23632,2012,2017,Active,Primary,Yes
23633,2012,2016,Active,Primary,Yes
23634,2012,2013,Expired,Primary,No
23635,2012,2015,Expired,Primary,No
23636,2012,2013,Expired,Primary,No
23637,2012,2015,Expired,Primary,No
23639,2012,2017,Active,Primary,Yes
23640,2012,2015,Expired,Primary,No
23641,2012,2013,Expired,Primary,No
23644,2012,2013,Expired,Primary,No
23645,2012,2013,Expired,Primary,No
23646,2012,2013,Expired,Primary,No
23647,2012,2014,Expired,Primary,No
23648,2012,2013,Expired,Primary,No
23649,2012,2017,Active,Primary,Yes
23650,2012,2013,Expired,Primary,No
23652,2012,2017,Active,Primary,Yes
23653,2012,2016,Expired,Primary,Yes
23655,2012,2032,Active,Primary,Yes
23657,2012,2017,Active,Primary,Yes
23658,2012,2013,Expired,Primary,No
23659,2012,2013,Expired,Primary,No
23661,2012,2015,Expired,Primary,No
23662,2012,2013,Expired,Primary,No
23663,2012,2013,Expired,Primary,No
23664,2012,2017,Active,Primary,Yes
23665,2012,2016,Active,Primary,Yes
23666,2012,2016,Expired,Primary,Yes
23667,2012,2018,Active,Primary,Yes
23668,2012,2014,Expired,Primary,No
23669,2012,2013,Expired,Primary,No
23670,2012,2017,Active,Primary,Yes
23671,2012,2013,Expired,Primary,No
23672,2012,2015,Expired,Primary,No
23673,2012,2014,Expired,Primary,No
23674,2012,2017,Active,Primary,Yes
23677,2012,2014,Expired,Primary,No
23678,2012,2017,Active,Primary,Yes
23679,2012,2013,Expired,Primary,No
23680,2012,2013,Expired,Primary,No
23681,2012,2013,Expired,Primary,No
23683,2012,2013,Expired,Primary,No
23684,2012,2017,Active,Primary,Yes
23685,2012,2013,Expired,Primary,No
23689,2012,2016,Expired,Primary,Yes
23691,2012,2013,Expired,Primary,No
23692,2012,2013,Expired,Primary,No
23694,2012,2017,Active,Primary,Yes
23695,2012,2015,Expired,Primary,No
23697,2012,2017,Active,Primary,Yes
23698,2012,2017,Active,Primary,Yes
23699,2012,2016,Expired,Primary,Yes
23700,2012,2013,Expired,Primary,No
23701,2012,2017,Active,Primary,Yes
23702,2012,2013,Expired,Primary,No
23704,2012,2014,Expired,Primary,No
23705,2012,2013,Expired,Primary,No
23707,2012,2013,Expired,Primary,No
23708,2012,2014,Expired,Primary,No
23709,2012,2017,Active,Primary,Yes
23710,2012,2014,Expired,Primary,No
23711,2012,2017,Active,Primary,Yes
23712,2012,2018,Active,Primary,Yes
23714,2012,2016,Expired,Primary,Yes
23715,2012,2013,Expired,Primary,No
23716,2012,2014,Expired,Primary,No
23717,2012,2013,Expired,Primary,No
23718,2012,2016,Expired,Primary,Yes
23719,2012,2014,Expired,Primary,No
23720,2012,2013,Expired,Primary,No
23722,2012,2013,Expired,Primary,No
23723,2012,2018,Active,Primary,Yes
23725,2012,2013,Expired,Primary,No
23727,2012,2016,Active,Primary,Yes
23728,2012,2013,Expired,Primary,No
23730,2012,2013,Expired,Primary,No
23731,2012,2013,Expired,Primary,No
23732,2012,2017,Active,Primary,Yes
23733,2012,2013,Expired,Primary,No
23734,2012,2017,Active,Primary,Yes
23735,2012,2015,Expired,Primary,No
23736,2012,2014,Expired,Primary,No
23737,2012,2016,Expired,Primary,Yes
23739,2012,2013,Expired,Primary,No
23740,2012,2013,Expired,Primary,No
23742,2012,2017,Active,Primary,Yes
23744,2012,2016,Expired,Primary,Yes
23745,2012,2014,Expired,Primary,No
23746,2012,2016,Expired,Primary,Yes
23747,2012,2013,Expired,Primary,No
23748,2012,2017,Active,Primary,Yes
23749,2012,2014,Expired,Primary,No
23750,2012,2013,Expired,Primary,No
23751,2012,2017,Active,Primary,Yes
23752,2012,2013,Expired,Primary,No
23754,2012,2013,Expired,Primary,No
23756,2012,2013,Expired,Primary,No
23758,2012,2013,Expired,Primary,No
23762,2012,2018,Active,Primary,Yes
23763,2012,2013,Expired,Primary,No
23764,2012,2017,Active,Primary,Yes
23765,2012,2013,Expired,Primary,No
23766,2012,2014,Expired,Primary,No
23767,2012,2019,Active,Primary,Yes
23769,2012,2016,Active,Primary,Yes
23771,2012,2013,Expired,Primary,No
23773,2012,2017,Active,Primary,Yes
23775,2012,2018,Active,Primary,Yes
23776,2012,2013,Expired,Primary,No
23777,2012,2015,Expired,Primary,No
23778,2012,2016,Expired,Primary,Yes
23780,2012,2013,Expired,Primary,No
23781,2012,2013,Expired,Primary,No
23782,2012,2013,Expired,Primary,No
23783,2013,2016,Expired,Primary,Yes
23784,2012,2014,Expired,Primary,No
23785,2012,2015,Expired,Primary,No
23786,2012,2013,Expired,Primary,No
23787,2012,2013,Expired,Primary,No
23789,2012,2014,Expired,Primary,No
23790,2012,2017,Active,Primary,Yes
23791,2012,2012,Expired,Primary,No
23793,2012,2013,Expired,Primary,No
23794,2012,2017,Active,Primary,Yes
23795,2012,2017,Active,Primary,Yes
23797,2012,2013,Expired,Primary,No
23799,2012,2013,Expired,Primary,No
23800,2012,2013,Expired,Primary,No
23801,2012,2017,Active,Primary,Yes
23805,2012,2017,Active,Primary,Yes
23807,2012,2014,Expired,Primary,No
23808,2012,2017,Active,Primary,Yes
23809,2012,2013,Expired,Primary,No
23810,2012,2013,Expired,Primary,No
23811,2012,2013,Expired,Primary,No
23814,2012,2013,Expired,Primary,No
23815,2012,2015,Expired,Primary,No
23816,2012,2014,Expired,Primary,No
23817,2012,2013,Expired,Primary,No
23819,2012,2014,Expired,Primary,No
23820,2012,2016,Expired,Primary,Yes
23821,2012,2013,Expired,Primary,No
23824,2012,2017,Active,Primary,Yes
23825,2012,2017,Active,Primary,Yes
23828,2012,2015,Expired,Primary,No
23829,2012,2013,Expired,Primary,No
23832,2012,2013,Expired,Primary,No
23833,2012,2013,Expired,Primary,No
23835,2012,2016,Expired,Primary,Yes
23836,2012,2016,Expired,Primary,Yes
23837,2012,2014,Expired,Primary,No
23838,2012,2014,Expired,Primary,No
23839,2012,2014,Expired,Primary,No
23841,2012,2015,Expired,Primary,No
23843,2012,2017,Active,Primary,Yes
23845,2012,2017,Active,Primary,Yes
23846,2012,2014,Expired,Primary,No
23847,2012,2017,Active,Primary,Yes
23849,2012,2015,Expired,Primary,No
23850,2012,2013,Expired,Primary,No
23851,2012,2015,Expired,Primary,No
23853,2012,2013,Expired,Primary,No
23854,2012,2015,Expired,Primary,No
23855,2012,2013,Expired,Primary,No
23856,2012,2017,Active,Primary,Yes
23857,2012,2016,Active,Primary,Yes
23859,2012,2016,Expired,Primary,Yes
23860,2012,2015,Expired,Primary,No
23861,2012,2014,Expired,Primary,No
23862,2012,2014,Expired,Primary,No
23863,2012,2013,Expired,Primary,No
23864,2012,2013,Expired,Primary,No
23866,2012,2013,Expired,Primary,No
23867,2012,2016,Expired,Primary,Yes
23869,2012,2013,Expired,Primary,No
23870,2012,2013,Expired,Primary,No
23871,2012,2013,Expired,Primary,No
23872,2012,2015,Expired,Primary,No
23873,2012,2015,Expired,Primary,No
23875,2012,2017,Active,Primary,Yes
23876,2012,2013,Expired,Primary,No
23877,2012,2014,Expired,Primary,No
23878,2012,2013,Expired,Primary,No
23880,2012,2013,Expired,Primary,No
23881,2012,2017,Active,Primary,Yes
23882,2012,2013,Expired,Primary,No
23883,2012,2013,Expired,Primary,No
23884,2012,2013,Expired,Primary,No
23885,2012,2016,Expired,Primary,Yes
23888,2012,2013,Expired,Primary,No
23889,2012,2017,Active,Primary,Yes
23890,2012,2017,Active,Primary,Yes
23891,2012,2013,Expired,Primary,No
23892,2012,2014,Expired,Primary,No
23893,2012,2013,Expired,Primary,No
23894,2012,2013,Expired,Primary,No
23895,2012,2013,Expired,Primary,No
23896,2012,2014,Expired,Primary,No
23898,2012,2015,Expired,Primary,No
23899,2012,2013,Expired,Primary,No
23900,2012,2013,Expired,Primary,No
23903,2012,2014,Expired,Primary,No
23904,2012,2016,Expired,Primary,Yes
23905,2012,2013,Expired,Primary,No
23907,2012,2013,Expired,Primary,No
23909,2012,2013,Expired,Primary,No
23910,2012,2013,Expired,Primary,No
23911,2012,2013,Expired,Primary,No
23912,2012,2020,Active,Primary,Yes
23913,2012,2014,Expired,Primary,No
23914,2012,2013,Expired,Primary,No
23916,2013,2014,Expired,Primary,No
23917,2012,2013,Expired,Primary,No
23918,2012,2013,Expired,Primary,No
23920,2012,2017,Active,Primary,Yes
23921,2012,2018,Active,Primary,Yes
23922,2012,2014,Expired,Primary,No
23923,2012,2016,Expired,Primary,Yes
23925,2012,2016,Expired,Primary,Yes
23926,2012,2017,Active,Primary,Yes
23928,2012,2013,Expired,Primary,No
23929,2012,2013,Expired,Primary,No
23931,2012,2015,Expired,Primary,No
23933,2012,2013,Expired,Primary,No
23934,2012,2014,Expired,Primary,No
23935,2012,2014,Expired,Primary,No
23936,2012,2013,Expired,Primary,No
23937,2012,2020,Active,Primary,Yes
23938,2012,2017,Active,Primary,Yes
23939,2012,2013,Expired,Primary,No
23940,2012,2015,Expired,Primary,No
23941,2012,2013,Expired,Primary,No
23942,2012,2013,Expired,Primary,No
23943,2012,2013,Expired,Primary,No
23944,2012,2015,Expired,Primary,No
23946,2012,2013,Expired,Primary,No
23947,2012,2013,Expired,Primary,No
23948,2012,2014,Expired,Primary,No
23949,2012,2013,Expired,Primary,No
23950,2012,2015,Expired,Primary,No
23951,2012,2013,Expired,Primary,No
23952,2012,2017,Active,Primary,Yes
23953,2012,2016,Expired,Primary,Yes
23955,2012,2013,Expired,Primary,No
23956,2012,2013,Expired,Primary,No
23958,2012,2013,Expired,Primary,No
23959,2012,2013,Expired,Primary,No
23960,2012,2014,Expired,Primary,No
23961,2012,2016,Expired,Primary,Yes
23962,2012,2017,Active,Primary,Yes
23963,2012,2015,Expired,Primary,No
23964,2012,2016,Expired,Primary,Yes
23965,2012,2016,Expired,Primary,Yes
23966,2012,2015,Expired,Primary,No
23967,2012,2019,Active,Primary,Yes
23968,2012,2013,Expired,Primary,No
23969,2012,2018,Active,Primary,Yes
23970,2012,2013,Expired,Primary,No
23971,2012,2013,Expired,Primary,No
23972,2012,2013,Expired,Primary,No
23973,2012,2017,Active,Primary,Yes
23974,2012,2013,Expired,Primary,No
23975,2012,2013,Expired,Primary,No
23976,2012,2017,Active,Primary,Yes
23977,2012,2015,Expired,Primary,No
23978,2012,2016,Expired,Primary,Yes
23979,2012,2014,Expired,Primary,No
23981,2012,2017,Active,Primary,Yes
23982,2012,2013,Expired,Primary,No
23983,2012,2013,Expired,Primary,No
23984,2012,2017,Active,Primary,Yes
23986,2012,2014,Expired,Primary,No
23987,2013,2018,Active,Primary,Yes
23988,2012,2017,Active,Primary,Yes
23990,2012,2014,Expired,Primary,No
23991,2012,2017,Active,Primary,Yes
23992,2012,2014,Expired,Primary,No
23993,2012,2017,Active,Primary,Yes
23994,2012,2013,Expired,Primary,No
23996,2012,2014,Expired,Primary,No
23997,2012,2013,Expired,Primary,No
23998,2012,2013,Expired,Primary,No
24000,2012,2013,Expired,Primary,No
24001,2012,2017,Active,Primary,Yes
24002,2012,2016,Expired,Primary,Yes
24005,2012,2013,Expired,Primary,No
24006,2012,2014,Expired,Primary,No
24007,2012,2018,Active,Primary,Yes
24009,2012,2013,Expired,Primary,No
24010,2012,2013,Expired,Primary,No
24012,2012,2014,Expired,Primary,No
24013,2012,2017,Active,Primary,Yes
24014,2012,2016,Expired,Primary,Yes
24015,2012,2016,Expired,Primary,Yes
24016,2012,2017,Active,Primary,Yes
24017,2012,2014,Expired,Primary,No
24018,2012,2013,Expired,Primary,No
24019,2012,2013,Expired,Primary,No
24020,2012,2016,Expired,Primary,Yes
24021,2012,2013,Expired,Primary,No
24022,2012,2017,Active,Primary,Yes
24023,2012,2017,Active,Primary,Yes
24026,2012,2013,Expired,Primary,No
24027,2012,2013,Expired,Primary,No
24028,2012,2014,Expired,Primary,No
24029,2012,2013,Expired,Primary,No
24030,2013,2017,Active,Primary,Yes
24031,2012,2013,Expired,Primary,No
24033,2012,2018,Active,Primary,Yes
24034,2012,2015,Expired,Primary,No
24035,2012,2013,Expired,Primary,No
24036,2012,2013,Expired,Primary,No
24037,2012,2013,Expired,Primary,No
24038,2012,2013,Expired,Primary,No
24039,2012,2013,Expired,Primary,No
24040,2012,2013,Expired,Primary,No
24041,2012,2014,Expired,Primary,No
24042,2012,2013,Expired,Primary,No
24044,2012,2013,Expired,Primary,No
24045,2012,2013,Expired,Primary,No
24046,2012,2015,Expired,Primary,No
24047,2012,2015,Expired,Primary,No
24049,2012,2013,Expired,Primary,No
24050,2012,2016,Expired,Primary,Yes
24051,2012,2013,Expired,Primary,No
24052,2012,2015,Expired,Primary,No
24053,2012,2013,Expired,Primary,No
24054,2012,2015,Expired,Primary,No
24056,2012,2017,Active,Primary,Yes
24059,2012,2014,Expired,Primary,No
24061,2012,2015,Expired,Primary,No
24062,2012,2013,Expired,Primary,No
24064,2012,2017,Active,Primary,Yes
24065,2012,2016,Active,Primary,Yes
24066,2012,2018,Active,Primary,Yes
24067,2012,2013,Expired,Primary,No
24069,2012,2013,Expired,Primary,No
24071,2012,2014,Expired,Primary,No
24072,2012,2013,Expired,Primary,No
24073,2012,2017,Active,Primary,Yes
24074,2012,2014,Expired,Primary,No
24075,2012,2013,Expired,Primary,No
24076,2012,2017,Active,Primary,Yes
24077,2012,2016,Expired,Primary,Yes
24078,2012,2013,Expired,Primary,No
24080,2012,2017,Active,Primary,Yes
24081,2012,2014,Expired,Primary,No
24082,2012,2013,Expired,Primary,No
24083,2012,2013,Expired,Primary,No
24084,2012,2013,Expired,Primary,No
24085,2012,2018,Active,Primary,Yes
24086,2012,2017,Active,Primary,Yes
24087,2012,2014,Expired,Primary,No
24088,2012,2015,Expired,Primary,No
24091,2012,2017,Active,Primary,Yes
24092,2012,2013,Expired,Primary,No
24093,2012,2013,Expired,Primary,No
24094,2012,2017,Active,Primary,Yes
24097,2012,2016,Expired,Primary,Yes
24099,2012,2016,Active,Primary,Yes
24100,2012,2013,Expired,Primary,No
24101,2012,2016,Active,Primary,Yes
24102,2012,2013,Expired,Primary,No
24103,2012,2015,Expired,Primary,No
24104,2012,2013,Expired,Primary,No
24105,2012,2014,Expired,Primary,No
24107,2012,2013,Expired,Primary,No
24109,2012,2014,Expired,Primary,No
24111,2012,2014,Expired,Primary,No
24112,2012,2013,Expired,Primary,No
24113,2012,2014,Expired,Primary,No
24114,2012,2013,Expired,Primary,No
24115,2012,2014,Expired,Primary,No
24117,2012,2017,Active,Primary,Yes
24118,2012,2017,Active,Primary,Yes
24119,2012,2016,Active,Primary,Yes
24120,2012,2016,Active,Primary,Yes
24122,2012,2017,Active,Primary,Yes
24123,2012,2016,Expired,Primary,Yes
24125,2012,2015,Expired,Primary,No
24126,2012,2013,Expired,Primary,No
24127,2014,2015,Expired,Primary,No
24128,2012,2016,Expired,Primary,Yes
24130,2012,2017,Active,Primary,Yes
24131,2012,2013,Expired,Primary,No
24132,2012,2017,Active,Primary,Yes
24133,2012,2013,Expired,Primary,No
24134,2012,2013,Expired,Primary,No
24135,2012,2013,Expired,Primary,No
24136,2012,2015,Expired,Primary,No
24137,2012,2013,Expired,Primary,No
24138,2012,2014,Expired,Primary,No
24139,2012,2015,Expired,Primary,No
24141,2012,2017,Active,Primary,Yes
24143,2012,2013,Expired,Primary,No
24144,2012,2017,Active,Primary,Yes
24145,2012,2019,Active,Primary,Yes
24148,2012,2019,Active,Primary,Yes
24150,2012,2016,Expired,Primary,Yes
24151,2012,2013,Expired,Primary,No
24152,2012,2015,Expired,Primary,No
24153,2012,2013,Expired,Primary,No
24154,2012,2013,Expired,Primary,No
24155,2012,2016,Expired,Primary,Yes
24156,2012,2014,Expired,Primary,No
24157,2012,2013,Expired,Primary,No
24158,2012,2013,Expired,Primary,No
24159,2012,2013,Expired,Primary,No
24160,2012,2017,Active,Primary,Yes
24161,2012,2017,Active,Primary,Yes
24162,2012,2013,Expired,Primary,No
24163,2012,2017,Active,Primary,Yes
24164,2012,2016,Active,Primary,Yes
24165,2012,2013,Expired,Primary,No
24166,2012,2013,Expired,Primary,No
24167,2012,2013,Expired,Primary,No
24168,2012,2014,Expired,Primary,No
24169,2012,2013,Expired,Primary,No
24170,2012,2013,Expired,Primary,No
24171,2012,2013,Expired,Primary,No
24173,2012,2013,Expired,Primary,No
24176,2012,2016,Active,Primary,Yes
24179,2012,2013,Expired,Primary,No
24180,2012,2017,Active,Primary,Yes
24182,2012,2017,Active,Primary,Yes
24183,2012,2013,Expired,Primary,No
24184,2012,2013,Expired,Primary,No
24185,2012,2013,Expired,Primary,No
24186,2012,2013,Expired,Primary,No
24187,2012,2016,Expired,Primary,Yes
24189,2012,2016,Active,Primary,Yes
24190,2012,2016,Active,Primary,Yes
24191,2012,2013,Expired,Primary,No
24192,2012,2013,Expired,Primary,No
24193,2012,2017,Active,Primary,Yes
24194,2012,2013,Expired,Primary,No
24195,2012,2014,Expired,Primary,No
24196,2012,2014,Expired,Primary,No
24197,2012,2014,Expired,Primary,No
24199,2012,2017,Active,Primary,Yes
24200,2012,2013,Expired,Primary,No
24202,2012,2017,Active,Primary,Yes
24204,2012,2014,Expired,Primary,No
24205,2012,2016,Active,Primary,Yes
24206,2012,2013,Expired,Primary,No
24208,2012,2013,Expired,Primary,No
24209,2012,2016,Active,Primary,Yes
24210,2012,2017,Active,Primary,Yes
24211,2012,2014,Expired,Primary,No
24213,2012,2013,Expired,Primary,No
24214,2012,2013,Expired,Primary,No
24215,2012,2013,Expired,Primary,No
24218,2012,2013,Expired,Primary,No
24219,2012,2015,Expired,Primary,No
